,Date,Like Count,Retweet Count,Follower Count,Daily_Avg_Sentiment_Score,Tweet Volume,Polarity
344,2011-03-08,0.0,0.0,7420.0,0.44763576819407014,21,positive
345,2011-03-09,0.0,0.0,1714.0,0.47475180863477245,8,positive
346,2011-03-10,0.0,0.0,1584.0,0.23946666666666666,9,positive
347,2011-03-11,0.0,0.0,33527.0,0.5926638142392698,14,positive
348,2011-03-12,0.0,0.0,21292.0,0.686033862483562,7,positive
349,2011-03-13,0.0,0.0,2325.0,0.07455432258064516,5,positive
350,2011-03-14,0.0,0.0,528.0,0.3542,3,positive
351,2011-03-15,0.0,0.0,2328.0,0.39602955326460476,8,positive
352,2011-03-16,0.0,0.0,6708.0,0.26591475849731666,21,positive
353,2011-03-17,0.0,0.0,8501.0,0.5993185154687684,8,positive
354,2011-03-18,0.0,0.0,69619.0,0.6469344460563926,28,positive
355,2011-03-19,1.0,0.0,32830.0,0.18873489491318918,16,positive
356,2011-03-20,0.0,0.0,17064.0,0.4107632501172058,21,positive
357,2011-03-21,0.0,3.0,70668.0,0.41979754202750885,19,positive
358,2011-03-22,0.0,3.0,29507.0,0.5999820347714102,15,positive
359,2011-03-23,0.0,0.0,3675.0,0.26179238095238094,18,positive
360,2011-03-24,0.0,0.0,5955.0,0.20602025188916875,17,positive
361,2011-03-25,0.0,1.0,132642.0,0.5623930700683042,35,positive
362,2011-03-26,0.0,0.0,4801.0,0.26293038950218706,21,positive
363,2011-03-27,0.0,1.0,7114.0,-0.004954188923249942,19,negative
364,2011-03-28,0.0,2.0,8074.0,0.23490374040128809,31,positive
365,2011-03-29,0.0,1.0,13552.0,0.004015761511216059,7,positive
366,2011-03-30,0.0,0.0,528.0,-0.1482,3,negative
367,2011-03-31,0.0,0.0,8482.0,0.00043989625088422556,5,positive
368,2011-04-01,0.0,0.0,4315.0,0.0648564542294322,23,positive
369,2011-04-02,0.0,0.0,162.0,0.0,1,negative
370,2011-04-03,0.0,0.0,352.0,0.5095,2,positive
371,2011-04-04,0.0,0.0,38913.0,0.0012356590342559042,3,positive
372,2011-04-05,0.0,0.0,602252.0,0.0006762644208736543,12,positive
373,2011-04-06,0.0,0.0,4429.0,0.2568843531271167,5,positive
374,2011-04-07,0.0,0.0,704.0,0.0,4,negative
375,2011-04-08,0.0,0.0,176.0,0.7782999999999999,1,positive
376,2011-04-09,0.0,0.0,953.0,0.213189611752361,5,positive
377,2011-04-10,0.0,0.0,2202.0,0.2812040871934605,8,positive
378,2011-04-11,0.0,1.0,3811.0,0.16308302282865386,11,positive
379,2011-04-12,0.0,0.0,603.0,0.4505323383084577,4,positive
380,2011-04-13,0.0,0.0,9752.0,0.1490667863002461,40,positive
381,2011-04-14,0.0,1.0,3278.0,-0.3901756558877364,8,negative
382,2011-04-15,0.0,1.0,6648.0,0.298846329723225,19,positive
383,2011-04-16,0.0,0.0,4655.0,0.44965967776584315,9,positive
384,2011-04-17,0.0,0.0,1485.0,0.3018348148148148,4,positive
385,2011-04-18,0.0,0.0,3595.0,0.2705501251738526,9,positive
386,2011-04-19,0.0,0.0,1212.0,-0.24817326732673273,7,negative
387,2011-04-20,0.0,0.0,3260.0,0.10589634969325153,9,positive
388,2011-04-21,0.0,0.0,1056.0,-0.025783333333333328,6,negative
389,2011-04-22,0.0,0.0,1448.0,0.18825497237569064,3,positive
